College Name,Contact no,Email,Website,Address
"Bhagwant University, Ajmer Contact Number, Address & Location Map, Jaipur","+91-9928144443, +91-145-2789406",unibhagwant@rediffmail.com,http://www.bhagwantuniversity.ac.in,"Sikar Road, Ajmer-305004, Rajasthan (INDIA)"
"Saveetha University Contact Number, Address & Location Map, Chennai","+91-44-2680 1050/1580,8939994248",admission@saveetha.com,https://www.saveetha.com/,"Poonamallee campus, Saveetha Institute of Medical And Technical Sciences, 162, Poonamalle High Road, Chennai 600 077, TN, INDIA"
"Dayananda Sagar University Contact Number, Address & Location Map, Bengaluru",91 8046461800,enquiry@dsu.edu.in,https://www.dsu.edu.in/,"Shavige Malleshwara Hills, Kumaraswamy Layout, Bangalore 560 078, Karnataka, India"
"Karpagam University Contact Number, Address & Location Map, Coimbatore",91-4222980011,"registrar@kahedu.edu.in,",http://www.kahedu.edu.in,"Coimbatore u2013 641 021,Tamil Nadu, India."
"Manav Bharti University Contact Number, Address & Location Map, Solan",91 (1792) 268280,contact@manavbhartiuniversity.edu.in,http://www.manavbhartiuniversity.edu.in,"Manav Bharti University Village - Laddo, P.O.- Sultanpur (Kumhar Hatti), Tehsil & Distt.: Solan - 173229 Himachal Pradesh"
"Noida International University Contact Number, Address & Location Map, Greater Noida","+91-120-4862200, +91-8745862200",admissions@niu.edu.in,http://www.niu.edu.in,"Noida International University, Plot 1, Sector-17 A, Yamuna Expressway, Gautam Budh Nagar, Uttar Pradesh 203201"
"Manav Rachna International Institute of Research and Studies Contact Number, Address & Location Map, Faridabad","+91-129-4198000, 4198100",admissions@manavrachna.edu.in,https://manavrachna.edu.in/international-institute-of-research-and-studies/,"Manav Rachna Campus Rd, Gadakhor Basti Village, Sector 43, Faridabad, Haryana 121004"
"Kalinga University Contact Number, Address & Location Map, Raipur",+91-9907252100,admissions@kalingauniversity.ac.in,http://www.kalingauniversity.ac.in/,"Village Kotni, Near Mantralaya, Atal Nagar, Chhattisgarh 492101"
"Pondicherry University Contact Number, Address & Location Map, Puducherry",0413 - 2655179,registrar@pondiuni.edu.in,http://www.pondiuni.edu.in,"Pondicherry University, Bharat Ratna Dr. B.R.Ambedkar Administrative Building, R.V.Nagar, Kalapet, Puducherry – 605014."
"Bahra University Contact Number, Address & Location Map, Solan",+91-9805044412,info@bahrauniversity.edu.in,http://www.bahrauniversity.edu.in,"National Highway 22, Tehsil Kandaghat Distt Solan, Waknaghat, Himachal Pradesh 173234"
"The NorthCap University Contact Number, Address & Location Map, Gurgaon",0124 236 5811,shakeelhasan@ncuindia.edu,https://www.ncuindia.edu/,"Near Rotary Public School Cartarpuri Alias, Huda, Sector 23A, Gurugram, Haryana 122017"
"Trinity Institute of Innovations in Professional Studies Contact Number, Address & Location Map, Greater Noida","+91-8929073509, +91-8929073510","tiipsadmission@gmail.com,   admission@tiips.ac.in",http://www.tiips.ac.in,"Plot No. 2B/1, Knowledge Park -III, Greater Noida"
"Sreyas Institute of Engineering & Technology Contact Number, Address & Location Map, Hyderabad","+91-9100014405, +91-9959655400",principal@sreyas.ac.in,http://www.sreyas.ac.in,"9-39, Sy No 107, Tattiannaram, Beside Indu Aranya, GSI, Bandlaguda, Nagole, Hyderabad, Telangana"
"Bapu Gujarat Knowledge Village Contact Number, Address & Location Map, Gandhinagar","+91-9426679703, +91-9426678703",info@bapugkv.ac.in,http://www.bapugkv.ac.in,"Gandhinagar-Mansa Road, PO. Vasan, Gandhinagar District, Gujarat, Pin - 382650"
"Rama University Contact Number, Address & Location Map, Kanpur",+91-8009007070,registrar@ramauniversity.ac.in,http://www.ramauniversity.ac.in,"Rama City, Mandhana, Kanpur (Uttar Pradesh) - 209217"
"Shri Shankaracharya Professional University Contact Number, Address & Location Map, Bhilai",+91-788-4088810 / 4088888,info@shrishankaracharyauniversity.com,http://www.shrishankaracharyauniversity.com,"Opp. To Shri Shankaracharya Institute of Medical Sciences, Junwani Road, Junwani, Bhilai"
"Akal University, Talwandi Sabo Contact Number, Address & Location Map, Bathinda",+91-7087775533 +91-7087775544 +91-7087775566,registrar@auts.ac.in,https://auts.ac.in/,"Raman Road, Talwandi Sabo, Bathinda (Punjab) India-151302"
"Vidyashilp University Contact Number, Address & Location Map, Bengaluru",+91-6364155282,"admission@vidyashilpuniversity.edu.in, info@vidyashilpuniversity.edu.in",http://www.vidyashilp.edu.in,"#125, Bettenahalli, Kundana Hobli, Chapparkallu Road, Bengaluru - 562110"
"Gulzar Group Of Institutes, Khanna Contact Number, Address & Location Map, Khanna",+91-7973354139,info@ggi.ac.in,http://www.ggi.ac.in,"GT Road, Khanna, Ludhiana,Punjab"
"REC Kannauj Contact Number, Address & Location Map, Kannauj",+91-9452839977,"director.geck@gmail.com, examinationcell.reckannauj@gmail.com",http://www.reck.ac.in,"Aher, Tirwa, Kannauj - 209732 (UP)"
"Rkdf University Contact Number, Address & Location Map, Bhopal",0755-2740395,vc@rkdf.ac.in.,https://www.rkdf.ac.in,"RKDF UNIVERSITY                                              AIRPORT BY PASS ROAD,GANDHI NAGAR, BHOPAL                                              MADHYA PRADESH, INDIA"
"Scsvmv University Kanchipuram Contact Number, Address & Location Map, Kanchipuram",91-44-27264293,registrar@kanchiuniv.ac.in,http://www.kanchiuniv.ac.in/,"Sri Jayendra Saraswathi Street, Enathur, Kanchipuram, Tamil Nadu 631561"
"Sdps Group Of Colleges Contact Number, Address & Location Map, Indore",07312877587,info@sdps.edu.in,http://www.sdps.edu.in/index.php/colleges/college-of-nursing/,"SDPS WOMEN’S COLLEGE,Khandwa Road, Opp. Bilawali Tank,Indore – 452 020M.P. , INDIA"
"SDC Chennai Contact Number, Address & Location Map, Chennai",044 - 66726691,enggadmission@saveetha.com,http://www.saveetha.com/,"Saveetha Dental College162, Poonamalle High Rd Rajankuppam, Maduravoyal Chennai, Tamil Nadu 600095Directions"
"SEA Group of Institutions Contact Number, Address & Location Map, Bengaluru",+91-80 65470229,seaeduinfo@seaedu.ac.in,http://www.seaedu.ac.in/degree.htm,"Ekta Nagar, Basavanapura, Virgonagar P.O, K R Puram, Bangalore 560049, India."
"Sardar Patel Education Group Contact Number, Address & Location Map, Balaghat",07632-292678,spctgroup.bgt2000@gmail.com,http://spctgroup.org/homeopathic/,"Khursodi, Gonida Road, Balaghat (M.P.),Balaghat	,Madhya Pradesh481001"
"Saroj Educational Group Contact Number, Address & Location Map, Lucknow","+919369441234,+91-9389441234, +91-11-41646759, +91-11-41344444",hr@seglko.org,http://www.seglko.org/sitm/Index.aspx,"SITM, 12th KM Stone, Lucknow–Sultanpur Road, Lucknow, Uttar Pradesh, India-229010"
"Sardar Bhagwan Singh University Contact Number, Address & Location Map, Dehradun",01352685753,sbspgi@gmail.com,http://www.sbspgi.edu.in/sbspgi.php?pg=sbspgi-overview,"Balawala, Dehradun, Uttarakhand - 248161"
"Secab Group Of Institutions Contact Number, Address & Location Map, Bijapur",8352-276930,zpunekar@yahoo.co.in,http://www.secab.org/lumc/index.htm,"S.A. Punekar,12, Naubag,Bijapur - 01Karnataka, India"
"Satara Group Of Colleges Contact Number, Address & Location Map, Satara",(02162)268753,http://www.gourishankarengineering.org/about-college,"Survey No.989A1/990,NH4,A/P-Limb, Taluka/District – Satara.	India"
"Sri Sai Group of Institutes (SIM), Pathankot Contact Number, Address & Location Map, Pathankot",+91-84271-84271,director.sscet@srisaigroup.in,http://www.srisaigroup.in,"V.P.O-Bungal, Dalhousie Road, Badhani - Pathankot-145001"
"Sri Sai Groups Of Institutions Contact Number, Address & Location Map, Gurdaspur",chairman@srisaigroup.in,http://www.srisaigroup.in
"Sri Jagadguru Renukacharya Group Of Colleges Contact Number, Address & Location Map, Bengaluru",http://sjrcw.edu.in/,Bangalore Karnataka
"Sri Sai Group Of Institutes (SIET), Amritsar Contact Number, Address & Location Map, Amritsar",mannawala.campus@srisaigroup.in,http://srisaigroup.in/?page_id=54,ManawalaAmritsar – 143115 (Punjab)
"Sri Satya Sai University Of Technology & Medical Sciences Contact Number, Address & Location Map, Sehore",info@sssutms.co.in,http://www.sssutms.co.in
"Universal Group of Institutions (UBS), Mohali Contact Number, Address & Location Map, Mohali","+91-92162-77013, +91-92160-77002, +91-1800 419 0533",deancorporateaffairs@ugichd.edu.in,http://www.ugi.ac.in,"Lalru  Chandigarh-Ambala Highway,  Tehsil:- Dera Bassi, Distt. Mohali-140501, PUNJAB"
"Truba Group Of Institutes Contact Number, Address & Location Map, Bhopal","+91-7552734691, +91-9202901000",info@trubainstitute.ac.in,http://www.trubainstitute.ac.in,"Karond Gandhi Nagar By Pass Road, Bhopal, Madhya Pradesh 462038"
"U.S.B. Group Of Colleges Contact Number, Address & Location Map, Sirohi",info@usbeducation.org,http://usbeducation.org/,"Siyava-College, Abu-Ambaji Road, Sirohi, India - 307001"
"Utkal University Contact Number, Address & Location Map, Bhubaneswar",0674 2589051,coe.utkal@gmail.com,https://www.utkaluniversity.nic.in/,"PRINCIPAL rnUNIVERSITY LAW COLLEGErnUTKAL UNIVERSITYrnVANI VIHAR, BHUBANESWAR, ODISHA"
"Utm'S Group Of Colleges Contact Number, Address & Location Map, Shillong",0364-2500989,info@utm.ac.in,http://www.utm.ac.in/school-of-media-and-communication.php,Bawri Mansions3rd & 4th FloorsJowai RoadDhankhetiShillongMeghalaya
"V.E.T. Group Of Colleges Contact Number, Address & Location Map, Bengaluru",080 2658 6808,http://www.vetinst.org/index.php?option=com_content&view=article&id=310&Itemid=318,"14th Main Rd, Jeewan Griha Colony, 2nd Phase, J P Nagar, Bengaluru, Karnataka 560078"
"Allahabad University Contact Number, Address & Location Map, Allahabad",0532 246 0196,IPSUA@info.com,http://www.allduniv-ips.in/,"George Town, Allahabad, Uttar Pradesh 211002"
"Usb Group Of Colleges Contact Number, Address & Location Map, Abu Road",info@usbeducation.org,http://www.usbeducation.org
"Vasavi Group Of Institutions Contact Number, Address & Location Map, Bengaluru",080-23300532,vjpevening@gmail.com,http://www.vjpedu.org/,"No.10, 2nd Main Road,Vijaya NagarBengaluru, Karnataka 560040"
"Tirupati Group Of Colleges, Jaipur Contact Number, Address & Location Map, Jaipur","+91-8560909050, +91-1412796659",tirupati.college@gmail.com,http://www.tirupaticollege.com,"Block 262, Sector 26, Opposite NRI colony, Pratap Nagar , Sanagner Jaipur"
"Vaageswari Group Of Institutions Contact Number, Address & Location Map, Karimnagar",095025 88609,principal@gmail.com,http://vgsek.ac.in/,"Near LMD Police Station,Ramakrishna Colony,Karimnagar-505481,Telangana"
"Sister Nivedita University Contact Number, Address & Location Map, Kolkata","+91-9830239601,+91-9830239701",info@snuniv.ac.in,https://snuniv.ac.in,"DG 1/2 New Town,Action Area 1 (Beside Rabindra Tirtha) Kolkata 700156"
"Centre for Design Excellence Contact Number, Address & Location Map, Jaipur",+91-6376546168,code@vgu.ac.in,https://codevgu.in/,"Sector 36, NRI Colony Rd, V I T Campus, VGU Campus, Jagatpura, Jaipur, Rajasthan 303012"
"Srinivas University, Mangalore Contact Number, Address & Location Map, Mangalore","+91-8242444891,+91-824 2412382, 2444891, 2422381, +91-7026436197",admission@srinivasuniversity.ac.in,http://www.srinivasuniversity.edu.in,"Srinivas Nagar, Mukka, Surathkal, Mangalore u2013 574146 , INDIA"
"Career Point University Contact Number, Address & Location Map, Kota",+91-80-47250033,info@cpuniverse.in,http://www.cpur.in,"Career Point, CP Tower-2,Road No.-1,IPIA,Kota(Rajasthan)"
"Maharishi Arvind University Contact Number, Address & Location Map, Jaipur","18004199829, 0141-2975864,8696906801","info@maujaipur.org,admissions@maujaipur.org",http://maujaipur.org,"Mundiaramsar, Near Bindayaka Industrial Area, Jaipur-302041 (Rajasthan)"
"Maharishi University Contact Number, Address & Location Map, Lucknow",+91-8068972233,admissions@muit.in,http://www.maharishiuniversity.ac.in,"Lucknow: Sitapur Road, P.O-Maharishi Vidya Mandir, Lucknow-226013 (UP), India"
"ISBM University Contact Number, Address & Location Map, Mumbai",+91-7304111111/ +91-22-40127205/               +91-22-26285269,mumbai@isbm.org.in,https://www.isbm.org.in/index.php,"ISBM, 2nd Floor, Sukhmani Building, Opp Nadco Shopping Centre, S V Road, Andheri West, Mumbai - 400058, Maharashtra, INDIA"
"Prist University, Tiruchirappalli Contact Number, Address & Location Map, Tiruchirappalli",04362-265021,contact@prist.ac.in,http://www.prist.ac.in,"Trichy Thanjavur Highway, Vallam, Thanjavur 613403"
"JS University Contact Number, Address & Location Map, Shikohabad",9458452887,jsuniversityshikohabad@gmail.com,https://www.jsu.edu.in/Default.aspx,"Mainpuri Road, Shikohabad Distt. Firozabad (U.P)"
"DAV University Contact Number, Address & Location Map, Jalandhar",0181-2372900,admission@davuniversity.org,https://www.davuniversity.org,"Jalandhar, Punjab, India"
"Vishwakarma University Contact Number, Address & Location Map, Pune",090670 022 23 / 24 / 25 / 26,admissions@vupune.ac.in,https://www.vupune.ac.in/,"VISHWAKARMA UNIVERSITY Survey No. 2, 3, 4 Laxmi Nagar, Kondhwa Budruk, Pune - 411 048. Maharashtra, India."
"Jaypee Institute of Information Technology, Noida Contact Number, Address & Location Map, Noida",0120 240 0973,webadmin@jiit.ac,http://www.jiit.ac.in/,"A 10, A Block, Block A, Industrial Area, Sector 62, Noida, Uttar Pradesh 201309"
"Manipal University Contact Number, Address & Location Map, Manipal",92437-77733,admissions@manipal.edu,https://manipal.edu/,"Manipal Academy of Higher Education, manipal.edu, Madhav Nagar, Manipal-576104, Karnataka"
"OM Sterling Global University Contact Number, Address & Location Map, Hisar",+91-8607899999,admissions@osgu.ac.in,http://www.osgu.ac.in,"OM Sterling Global University, NH-52, Chandigarh Road, Hisar, Haryana 125001"
"Guru Nanak Dev University Contact Number, Address & Location Map, Amritsar",91-183-2258802-09,gnduexam@gmail.com.,http://online.gndu.ac.in/index.aspx,"Guru Nanak Dev University Grand Trunk Road, Off NH 1, Amritsar, Punjab-143005 India"
"DDU Nadiad Contact Number, Address & Location Map, Nadiad",+91-268 2520502/3,registrar@ddu.ac.in,https://www.ddu.ac.in/,"College Road, Nadiad 387 001, Gujarat, India."
"Dr. Virambhai Rajabhai Godhania College of Engineering and Technology Contact Number, Address & Location Map, Porbandar",099282 92870,info@drvrgcet.ac.in,https://drvrgcet.ac.in/,"Behind Amar Polyfills, Rajkot, National Highway, opposite New Airport, Porbandar, Gujarat 360578"
"Dr. D. Y Patil Technical Campus Contact Number, Address & Location Map, Pune",020-67077922,admissions@dypic.in,http://dypic.in/dypsoe/index.html,"Charholi (Bk), Via Lohgaon, 7 km from Airport, Pune- 412 105, Maharashtra - India"
"Raj Kumar Goel Institute of Technology & Management Contact Number, Address & Location Map, Ghaziabad","+91-8588831330, +91-9311130003, +91-9310089953",info@rkgitm.ac.in,http://www.rkgitm.ac.in,"5th Km. Stone, Delhi - Meerut Road, Ghaziabad (U.P) 201003"
"KK Modi University Contact Number, Address & Location Map, Durg",+91-7880057570,Info@kkmu.edu.in,https://kkmu.edu.in,"Mahmara, Jalbandha Road, Durg, Chhattisgarh 491001"
"Woxsen University Contact Number, Address & Location Map, Hyderabad-T","+91-8455255555, +91-40-4444-8888",admissions@woxsen.edu.in,http://www.woxsen.edu.in,"Kamkole, Sadasivpet, Sangareddy District, Hyderabad - 502 345, Telangana, India"
"Agrawal Institute of Hotel Management, Jaipur Contact Number, Address & Location Map, Jaipur",+91-7665654054,principal.aihmjaipur@gmail.com,http://www.aihmjaipur.com,"Agrasen Katla, Agra Road, Near Sanganeri Gate, Jaipur, Rajasthan- 302003"
"GH Raisoni University, Saikheda Contact Number, Address & Location Map, Chhindwara","+91-9111104290, +91-9111104291",info@ghru.edu.in,https://ghru.edu.in/,"G H Raisoni Nagar, Gram Doda Borgaon,Teh. Sausar, Dist. Chhindwara 480337 (MP)"
"United University Contact Number, Address & Location Map, Prayagraj","+91-1800-121-8797, +91-6390166660",contact@uniteduniversity.edu.in,http://www.uniteduniversity.edu.in,"Rawatpur, Jhalwa, Prayagraj, Uttar Pradesh 211012"
"MIT University Contact Number, Address & Location Map, Shillong",+91-7005485794,albert.marpan@mitu.edu.in,http://www.mituniversityindia.edu.in,"MIT University of Meghalaya Nongshilliang, Near Sunny Dale School, Nongthymmai, Shillong - 793014"
"ICRI Mangalore Contact Number, Address & Location Map, Mangalore",+91-9717720851,gajendrasingh@icriindia.com,http://www.icriindia.com/campus/mangaluru-campus/srinivas-university,"Srinivas Nagar, Mukka, Surathkal, Mangaluru, Karnataka- 575023"
"Scient Institute of Technology Contact Number, Address & Location Map, Hyderabad-T","+91-9849068863, +91-9246162821",scient_insteng@yahoo.co.in,http://www.scient.ac.in,"Nagarjuna Sagar Highway, Ibrahimpatnam, R.R.Dist."
"Saraswati Education Society Group Of Institutions Contact Number, Address & Location Map, Karjat",principal.ytiet@tasgaonkartech.com,http://www.tasgaonkartech.com/index.php/home/clg/5
"Sanjivani Group Of Institutions Contact Number, Address & Location Map, Kopargaon",+91-9130191301,principalcoe@sanjivani.org.in,https://www.sanjivanicoe.org.in,"Sanjivani College of Engineering, Station Rd, opposite to Sanjivani Factory, Sanjivaani Factory, Singnapur, Kopargaon, Maharashtra 423603"
"Sana Group Of Institutions Contact Number, Address & Location Map, Nalgonda",91-9553861336,http://sanacop.ac.in/about-us/,".H.9, Kodad, Nalgonda,Telangana – 508 206"
"SETGOI Durgapur Contact Number, Address & Location Map, Durgapur","+91 8444030010,+91-343-2700085/86",sanakaeducationaltrust@gmail.com,http://www.setgoi.com
"Rr Institutions Contact Number, Address & Location Map, Bengaluru",805020 20 20,contact@rrinstitutions.com,http://www.rrcollegeofpharmacy.com/,"R.R. College of Pharmacy rnRaja Reddy Layout, Heseraghatta Main Road,rnChikkabanavara, Bangalore u2013 560 090"
"Sal Education Campus Contact Number, Address & Location Map, Ahmedabad",+91-796-5229333,hr@sal.edu.in,http://www.sal.edu.in/sce/ce/sce_ce_home.html,Sola VillageAhmedabadGujarat 380060
"SREZ Rajkot Contact Number, Address & Location Map, Rajkot",9723432014,srcoe@srez.edu.in,http://www.srez.edu.in,"P.O.Box No.1006, At. Po.Handmatiya(Bedi), Rajkot-Morbi Highway, Gujarat (INDIA)"
"Saraswati Educational Institutions Contact Number, Address & Location Map, Lucknow",0522 - 6560975,admission@saraswaticolleges.com,http://www.sdclucknow.com/,233TiwariganjFaizabad RoadChinhatLucknowUttar PradeshIndia - 227105
"Sirda Group Of Institutions Contact Number, Address & Location Map, Mandi",8715981143 5,careertakeoff6@gmail.com,http://sirda.in/sirda-polytechnic/,"Vill Naulakha, Sundernagar, Distt Mandi, Himachal Pradesh (India) -175021"
"Sou. Devibai Narayandas Chhabada Rural Education Society Contact Number, Address & Location Map, Satara",info@sdncedu.com,http://www.sdncedu.com
"Sri Balaji Group Of Institutions Contact Number, Address & Location Map, Jaipur",0141 297 2260,admin@sbss.ac.in,http://www.sbss.ac.in,"Near Dadi Ka Phatak, Benad Road, Jhotwara, Jaipur, Rajasthan 302012"
"Sree Siddaganga Group Of Institutes Contact Number, Address & Location Map, Tumkur",0816-2282411,sses_swamigalu@yahoo.co.in,http://sses.sit.ac.in/bed.htm,"Tumkur District, Tumkur Taluk Karnataka, India Pin : 572104"
"South Point Group Of Colleges Contact Number, Address & Location Map, Sonepat",030 2216800,southpoint9@gmail.com,http://www.southpoint.info/CollegeofEducation/Default.aspx#sthash.KTnwjENV.dpbs,"Purkhas Road, Near Sugar Mill, Sonepat, Haryana, India-131001"
"Smef'S Group Of Institutes Contact Number, Address & Location Map, Pune",020-60123700,info@brick.edu.in,http://www.brick.edu.in/barch.html,"Survey No. 50 / 3 Undri, Pune, India"
"Sri Ganganagar Group Of Colleges-Tantia University Contact Number, Address & Location Map, Sriganganagar",(0154) 2494025,http://scahs.tantiauniversity.com/index.php,"Near RIICO Bus Stand, Hanumangarh Road Sri Ganganagar - 335002"
"Surendera Group Of Colleges Contact Number, Address & Location Map, Sriganganagar",0154-2480077,info@sgi.org.in,http://sgi.org.in/sgi/,"Power House Road, Sri Ganganagar,Rajasthan, India, 335001"
"Swami Devi Dyal Group Of Professional Institutions Contact Number, Address & Location Map, Panchkula",+91-8396030666,jyoti.admin@sddgpi.com,https://www.sddgpi.com/,"Vill: Golpura, Teh: Barwala,Distt.: Panchkula (Haryana) – 134118,India"
"Svs Group Of Institutions Contact Number, Address & Location Map, Warangal",0870-2453900,info@svsit.ac.in,http://www.svsit.ac.in/,"SVS Group of Institution, Bheemaram, Hanamkonda, Warangal, Telangana, India-506015"
"Svs Group Of Institutions Meerut Contact Number, Address & Location Map, Meerut",01232 273333,info@svsgroup.ac.in,http://svsgroup.ac.in/,"SVS Educational Park,Gang Nahar, Off NH-119,Hastinapur Road, Mawana,Meerut (UP)- 250401"
"St. Wilfred's Group of Colleges (SWIA), Mumbai Contact Number, Address & Location Map, Mumbai",info@stwilfreds.com,http://www.stwilfreds.com/st-wilfreds-institute-of-architecture19.html,"Shedung Toll Plaza, Near Ayush Resorts,rnrnOld Mumbai-Pune Highway, Panvel, Dist. Raigad,rnrnNavi Mumbai PIN- 410206"
"Suresh Gyan Vihar University Contact Number, Address & Location Map, Jaipur",91 141 6450389,admissions@mygyanvihar.com,http://www.gyanvihar.org/hss/,"Suresh Gyan Vihar University rnMahal Jagatpura rnJaipur,India"
"Sukhjinder Groups Of Institutions Contact Number, Address & Location Map, Gurdaspur",sssgill@mail.com,http://www.stcgurdaspur.org/
"Surya World University Contact Number, Address & Location Map, Patiala",01762 666000,suhail@suryacorp.com,http://www.suryaworld.edu.in,"NH-1, Near Shambhu Toll Plaza, Bapror, Rajpur, Punjab 140417"
"Sathyabama University Contact Number, Address & Location Map, Chennai",+91 44 - 2450 3150 / 51 / 52 / 54 / 55,registrar@sathyabama.ac.in,http://www.sathyabama.ac.in,"Jeppiaar Nagar, Rajiv Gandhi  Road, Chennai - 600 119."
"DTU Contact Number, Address & Location Map, Delhi",+91-11-27871018,webmaster@dtu.ac.in,http://dtu.ac.in/,"Delhi Technological University, Shahbad Daulatpur, Main Bawana Road, Delhi-110042. India"
"VGU-DES Centre for Professional Excellence Contact Number, Address & Location Map, Jaipur","Sector 36, Sisyawas, NRI Road, Jagatpura, Jaipur - 303 012, Rajasthan, India"
"CT University (Creanovation Labs) Ludhiana Contact Number, Address & Location Map, Ludhiana",None
"Sarala Birla University Contact Number, Address & Location Map, Ranchi","1800 345 7077, +91-9117117711, +91-7707004286,",admission@sburanchi.ac.in,https://sbu.ac.in,"Birla Knowledge City, P.O.- Mahilong, Purulia Road, Ranchi- 835 103"
"Saveetha College of Architecture and Design Contact Number, Address & Location Map, Chennai",+91-89399-94247,scadadmission@saveetha.com,http://www.scad.saveetha.com,"SAVEETHA NAGAR, THANDALAM, CHENNAI - 602105"
"CEPT University Contact Number, Address & Location Map, Ahmedabad",079 2630 2470,None,https://cept.ac.in,"Kasturbhai Lalbhai Campus, University Rd, Navrangpura, Ahmedabad, Gujarat 380009"
"Ranchi University Contact Number, Address & Location Map, Ranchi",0651-2204544,registrar@ranchiuniversity.ac.in,http://www.ranchiuniversity.ac.in/,"Shahid Chowk, Ranchi - 834001, Jharkhand"
"PAU Ludhiana Contact Number, Address & Location Map, Ludhiana",161- 2401960-79,registrar@pau.edu,https://www.pau.edu,"Punjab Agricultural University Ludhiana-141004 Punjab, INDIA"
"Karunya Institute of Technology and Sciences Contact Number, Address & Location Map, Coimbatore",91 4222614300,info@karunya.edu,http://www.karunya.edu/,"Karunya Nagar, Coimbatore - 641 114, Tamil Nadu, India"
"Gauhati University Contact Number, Address & Location Map, Guwahati",0361-2570415,registrar@gauhati.ac.in,http://www.gauhati.ac.in,"Gauhati University, Gopinath Bardoloi Nagar, Guwahati - 781014, Assam, India."
"GGITM Bhopal Contact Number, Address & Location Map, Bhopal",0761 2673605,contact@ggits.org,http://www.ggits.org,"P.O. Tilwara Ghat, Near Bargi Hills, Jabalpur 482003"
"NMIET Bhubaneswar Contact Number, Address & Location Map, Bhubaneswar",098193 77836,mailtonmiet@nmiet.ac.in,http://www.nmiet.ac.in,"Dumduma Near AIIMS, Sijua, Patrapada, Bhubaneswar, Odisha 751019"
"BGIET Sangrur Contact Number, Address & Location Map, Sangrur","+91-9814847492,+91-1672-278528,+91-1672-278529",info@bgiet.ac.in,http://www.bgiet.ac.in,"Main Patiala Road, Sangrur, Pin 148001, Punjab (INDIA)"
"IIMT Engineering College, Meerut Contact Number, Address & Location Map, Meerut",0121 2793500,mail@iimtindia.net,http://www.iimtindia.net/,"IIMT Nagar, ‘O’ Pocket, Ganga Nagar Colony, Mawana Road, Meerut Uttar Pradesh India"
"Amity University Patna Contact Number, Address & Location Map, Patna",7360 0300 66,admissions@ptn.amity.edu,http://www.amity.edu/bihar,"Amity University Patna Campus  Near Rupaspur Police Station, Rupaspur, Bailey Road,  Patna, Bihar Pin Code : 801503"
"DBIT bangalore Contact Number, Address & Location Map, Bengaluru",080 2843 7028,admissions@donboscobangalore.education,https://donboscobangalore.education/,"SH17, Kumbalgodu, Karnataka 560074"
"BS Anangpuria Institute of Technology and Management, Faridabad Contact Number, Address & Location Map, Faridabad",0129 220 6752,bsaei@anangpuria.com,http://www.anagpuria.com,"Village Alampur, Ballabgarh-Sohna Road, Faridabad, Haryana 121004"
"Shri Rawatpura Sarkar University Contact Number, Address & Location Map, Raipur","+91-9109101721, +91-9109101722, +91-9109101723, +91-9109101737, +91-7222910411",marketing.head@sruraipur.ac.in,http://www.sruraipur.ac.in,"Near Shadani Darbar, New Dhamtari Road, Raipur, Chhattisgarh"
"Sankalchand Patel University Contact Number, Address & Location Map, Visnagar","+91-9736362020, +91-9736363030",info@spu.ac.in,http://www.spu.ac.in/,"Sankalchand Patel Vidyadham, Ambaji-Gandhinagar State Highway, Visnagar-384315. Dist: Mehsana, Gujarat (INDIA)"
"ROYAL GROUP OF INSTITUTIONS Contact Number, Address & Location Map, Guwahati",6913002962/7086093459,registraroffice@rgu.ac,http://rgu.ac,"Betkuchi,NH-37,Ghy-781035,Assam,India."
"Raisoni Group of Institutions Contact Number, Address & Location Map, Nagpur",0712-6617181,info@raisoni.net,http://www.raisoni.net/,"Raisoni Group of Institutions, 345, Shradha House, Kingsway, Nagpur- 440001"
"Future Group of Institutions Contact Number, Address & Location Map, Bareilly","+91-9012313333, +91-9917480040",info@futureinstitutions.org,http://www.futureinstitutions.org,"Future Institute of Engineering & Technology 18th Milestone, Bareilly- Lucknow Highway NH - 24, Near Faridpur, Bareilly, Uttar Pradesh 243123"
"Symbiosis Society Contact Number, Address & Location Map, Pune",91-20-25652444,infocentre@symbiosis.ac.in,http://www.symbiosis.ac.in,"Senapati Bapat Road, Pune - 411 004, Maharashtra, India"
"JB Group of Educational Institutions Contact Number, Address & Location Map, Hyderabad-T",+91 40 2339 1979,webdesigner@jbgroup.org.in,https://www.jbgroup.org.in/,"Amdapur X Road, Yenkapally, Moinabad Ranga Reddy, Telangana State - 500075"
"Shyam University Contact Number, Address & Location Map, Dausa","+91-8890202999, +91-8890203999, +91-8890204999,+91-8890205999",info@shyamuniversity.in,http://www.shyamuniversity.in,"Dehlal-Deedwana, Lalsot Byepass, NH-11A Extension, Teh Lalsot, Distt. Dausa, Rajasthan - 303511"
"Guru Nanak Institutions Technical Campus, Hyderabad Contact Number, Address & Location Map, Hyderabad","+ 91 8414-202120, 202155,+91-8096609823",adadmissions@gniindia.org,http://www.gniindia.org,"Ibrahimpatnam, R. R. Dist TELANGANA, INDIA"
"Pandit Deendayal Energy University Contact Number, Address & Location Map, Gandhinagar",91-79-23275223,maulik.shah@pdpu.ac.in,http://www.pdpu.ac.in,"Pandit Deendayal Petroleum Rayson, Gujrat"
